"id";"scope";"strategy";"identity";"attempt";"success";"failure_reason";"user_id";"user_type";"context";"ip";"user_agent";"referrer";"city";"region";"country";"latitude";"longitude";"created_at";"warnlisted_ip_id";"token";"origin";"session_id"
176098;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-10 18:23:14.822;;;;
176099;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-10 18:23:14.906;;;;
176166;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"179.125.135.131";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-10 20:02:19.547;;;;
176167;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"179.125.135.131";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-10 20:02:19.578;;;;
176178;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"179.125.135.131";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-10 20:19:14.502;;;;
176179;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"179.125.135.131";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-10 20:19:14.682;;;;
176192;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"177.80.191.47";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-10 21:01:48.530;;;;
176193;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"177.80.191.47";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-10 21:01:48.548;;;;
176200;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"179.125.135.131";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-10 21:37:41.506;;;;
176201;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"179.125.135.131";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-10 21:37:42.094;;;;
176353;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.72.164.73";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-11 14:51:59.088;;;;
176354;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.72.164.73";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-11 14:51:59.135;;;;
177274;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.173.211.38";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-15 21:06:24.549;;;;
177275;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.173.211.38";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-15 21:06:24.631;;;;
177276;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.173.211.38";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-15 21:15:18.644;;;;
177277;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.173.211.38";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-15 21:15:18.722;;;;
177618;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-18 15:22:51.047;;;;
177619;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-18 15:22:51.128;;;;
177664;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-18 17:49:23.951;;;;
177665;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-18 17:49:24.254;;;;
177703;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.173.208.221";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-18 19:33:48.059;;;;
177704;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.173.208.221";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-18 19:33:48.162;;;;
177806;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.173.200.223";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-19 15:27:47.231;;;;
177807;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.173.200.223";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-19 15:27:47.296;;;;
177928;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 20:40:21.079;;;;
177929;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 20:40:21.150;;;;
177930;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 20:45:51.548;;;;
177931;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 20:45:51.564;;;;
177933;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 20:49:43.448;;;;
177934;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 20:49:43.493;;;;
177935;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 20:55:02.137;;;;
177936;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 20:55:02.164;;;;
177937;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbank.ib-front.cashway.io/;;;;;;2023-07-19 21:04:12.982;;;;
177938;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbank.ib-front.cashway.io/;;;;;;2023-07-19 21:04:12.999;;;;
177939;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbank.ib-front.cashway.io/;;;;;;2023-07-19 21:05:55.050;;;;
177940;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbank.ib-front.cashway.io/;;;;;;2023-07-19 21:05:55.070;;;;
177941;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 21:06:27.350;;;;
177942;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 21:06:27.366;;;;
177944;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbank.ib-front.cashway.io/;;;;;;2023-07-19 21:23:44.952;;;;
177945;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbank.ib-front.cashway.io/;;;;;;2023-07-19 21:23:44.991;;;;
177946;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbank.ib-front.cashway.io/;;;;;;2023-07-19 21:34:15.140;;;;
177947;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbank.ib-front.cashway.io/;;;;;;2023-07-19 21:34:15.165;;;;
177950;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 21:37:15.078;;;;
177951;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 21:37:15.127;;;;
177952;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 21:59:38.594;;;;
177953;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 21:59:38.609;;;;
177954;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:07:24.722;;;;
177955;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:07:24.738;;;;
177956;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:13:18.633;;;;
177957;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:13:18.650;;;;
177958;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://ib.cashway.io/;;;;;;2023-07-19 22:19:05.226;;;;
177959;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://ib.cashway.io/;;;;;;2023-07-19 22:19:05.245;;;;
177960;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:19:56.858;;;;
177961;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:19:56.873;;;;
177964;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:23:22.064;;;;
177965;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:23:22.081;;;;
177966;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:27:52.464;;;;
177967;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:27:52.479;;;;
177968;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:31:02.138;;;;
177969;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:31:02.153;;;;
177970;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:32:37.103;;;;
177971;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:32:37.118;;;;
177972;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.24";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:32:55.804;;;;
177973;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.24";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:32:55.820;;;;
177974;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:46:41.454;;;;
177975;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:46:41.472;;;;
177979;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:55:46.510;;;;
177980;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:55:46.526;;;;
177981;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:57:04.946;;;;
177982;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:57:04.961;;;;
177983;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:59:30.533;;;;
177984;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 22:59:30.550;;;;
177985;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.24";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 23:00:30.854;;;;
177986;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.24";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 23:00:30.870;;;;
177988;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 23:19:17.863;;;;
177989;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/116.0";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 23:19:17.881;;;;
177990;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.24";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 23:30:58.483;;;;
177991;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"200.225.113.24";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 23:30:58.499;;;;
177992;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 23:35:50.982;;;;
177993;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-19 23:35:50.997;;;;
178001;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-20 00:16:45.259;;;;
178002;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-20 00:16:45.302;;;;
178003;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-20 00:17:01.167;;;;
178004;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbaas.ib-front.cashway.io/;;;;;;2023-07-20 00:17:01.203;;;;
178152;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbank.ib-front.cashway.io/;;;;;;2023-07-20 04:22:46.117;;;;
178153;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbank.ib-front.cashway.io/;;;;;;2023-07-20 04:22:46.135;;;;
178160;user;database_authenticatable;"27_1";1;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbank.ib-front.cashway.io/;;;;;;2023-07-20 04:30:19.732;;;;
178161;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36";https://cwbank.ib-front.cashway.io/;;;;;;2023-07-20 04:30:19.757;;;;
178167;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-20 10:59:21.531;;;;
178168;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";Dart/3.0 (dart:io);https://cwbank.ib.cashway.io/api/v3/auth/sign_in;;;;;;2023-07-20 10:59:21.606;;;;
178172;user;database_authenticatable;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";https://ib.cashway.io/;;;;;;2023-07-20 11:19:30.826;;;;
178173;user;token;"27_1";0;true;;209;User;api/v3/overrides/sessions#create;"187.49.235.154";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36";https://ib.cashway.io/;;;;;;2023-07-20 11:19:30.842;;;;
